,time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,year
543,2003-04-29 08:59:39.070000+00:00,34.4938333,-85.6298333,19.81,4.6,mw,21.0,154.0,,0.07,se,se605341,2020-07-10T14:36:05.655Z,"9km NE of Fort Payne, Alabama",earthquake,0.8,0.9,,,reviewed,se,se,2003
544,2003-04-25 10:02:12.710000+00:00,47.6705,-123.25,50.513,4.8,md,85.0,53.0,,0.18,uw,uw10583988,2020-02-12T18:48:51.336Z,"Olympic Peninsula, Washington",earthquake,0.347,0.59,0.04,8.0,reviewed,uw,uw,2003
545,2003-04-15 08:21:17.720000+00:00,25.031,-109.429,10.0,5.5,mwc,137.0,178.0,,1.15,us,usp000bv7v,2016-11-09T22:18:14.681Z,Gulf of California,earthquake,,,,,reviewed,us,hrv,2003
546,2003-03-22 17:55:40.420000+00:00,26.307,-110.638,10.0,4.8,mb,115.0,168.7,,1.06,us,usp000bt8r,2014-11-07T01:18:07.494Z,Gulf of California,earthquake,,,,39.0,reviewed,us,us,2003
547,2003-03-12 23:46:34.030000+00:00,26.403,-110.41,10.0,4.8,mb,28.0,107.6,,1.15,us,usp000bshj,2014-11-07T01:18:03.781Z,Gulf of California,earthquake,,,,18.0,reviewed,us,us,2003
548,2003-03-12 23:41:32.920000+00:00,26.556,-110.587,10.0,6.4,mwb,288.0,57.9,,1.14,us,usp000bshh,2020-09-18T19:20:03.531Z,Gulf of California,earthquake,,,,,reviewed,us,us,2003
549,2003-03-11 19:28:17.910000+00:00,34.3591667,-116.1331667,3.069,4.64,ml,69.0,32.2,,0.26,ci,ci13945908,2020-02-12T17:16:53.028Z,"25km NNW of Twentynine Palms, CA",earthquake,0.22,0.44,0.968,132.0,reviewed,ci,ci,2003
550,2003-02-25 04:03:04.800000+00:00,34.3155,-116.8445,1.099,4.61,ml,100.0,17.8,,0.27,ci,ci13938812,2020-02-12T17:18:13.363Z,"6km N of Big Bear City, CA",earthquake,0.19,0.46,0.943,132.0,reviewed,ci,ci,2003
551,2003-02-22 19:33:45.800000+00:00,34.3096667,-116.8503333,1.409,4.5,ml,89.0,17.8,,0.23,ci,ci13936812,2020-02-12T17:18:42.341Z,"5km N of Big Bear City, CA",earthquake,0.2,0.43,0.558,133.0,reviewed,ci,ci,2003
552,2003-02-22 12:19:10.920000+00:00,34.312,-116.8448333,5.589,4.99,mw,93.0,35.0,,0.32,ci,ci13935988,2021-01-19T01:21:52.092Z,"6km N of Big Bear City, CA",earthquake,0.16,0.56,,6.0,reviewed,ci,ci,2003
553,2003-02-07 10:34:04.830000+00:00,31.6281667,-115.5106667,7.545,4.99,ml,19.0,268.0,1.034,0.27,ci,ci9886485,2020-02-12T17:21:08.895Z,"74km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,3.92,5.05,0.949,125.0,reviewed,ci,ci,2003
554,2003-01-25 09:16:10.220000+00:00,35.3175,-118.6538333,4.868,4.54,ml,55.0,44.8,0.1924,0.24,ci,ci9882329,2020-02-12T17:24:03.093Z,"20km NE of Arvin, CA",earthquake,0.27,23.57,0.983,130.0,reviewed,ci,ci,2003
555,2002-12-10 21:04:00.690000+00:00,32.2316667,-115.7981667,6.777,4.84,ml,21.0,218.5,,0.23,ci,ci13917260,2020-02-12T17:26:39.153Z,"44km SSW of Progreso, B.C., MX",earthquake,1.99,20.35,1.178,104.0,reviewed,ci,ci,2002
556,2002-10-29 14:16:54.080000+00:00,34.8026667,-116.2665,3.67,4.77,ml,31.0,51.1,,0.2,ci,ci9854597,2020-02-12T17:31:11.098Z,"13km NW of Ludlow, CA",earthquake,0.32,0.54,0.543,130.0,reviewed,ci,ci,2002
557,2002-09-03 07:08:51.840000+00:00,33.9123333,-117.7833333,9.371,4.78,ml,141.0,19.0,,0.31,ci,ci9818433,2021-01-19T01:24:08.202Z,"4km NE of Yorba Linda, CA",earthquake,0.18,0.39,0.185,166.0,reviewed,ci,ci,2002
558,2002-08-17 16:06:27+00:00,49.96,-120.29,10.0,4.5,mb,108.0,,,,us,usp000ba34,2014-11-07T01:16:17.298Z,"British Columbia, Canada",earthquake,,,,23.0,reviewed,pgc,us,2002
559,2002-06-29 14:36:04.790000+00:00,45.3348333,-121.6863333,4.915,4.5,md,41.0,37.0,,0.27,uw,uw10569358,2020-02-12T18:51:20.151Z,"Mount Hood area, Oregon",earthquake,0.071,0.11,0.03,50.0,reviewed,uw,uw,2002
560,2002-06-18 17:37:17.270000+00:00,38.0001667,-87.7563333,16.05,4.6,mw,14.0,99.0,,0.17,nm,nm605053,2020-07-10T14:27:09.529Z,"14km ENE of Mount Vernon, Indiana",earthquake,1.7,0.9,,,reviewed,nm,nm,2002
561,2002-06-17 16:55:07.680000+00:00,40.8098333,-124.552,17.195,5.2,mw,74.0,225.0,0.3721,0.16,nc,nc21231051,2020-02-12T17:38:08.993Z,offshore Northern California,earthquake,0.62,0.97,,3.0,reviewed,nc,nc,2002
562,2002-05-14 05:00:29.500000+00:00,36.9668333,-121.5983333,6.791,4.9,mw,110.0,30.0,0.01532,0.15,nc,nc21254601,2020-02-12T17:39:33.701Z,Northern California,earthquake,0.15,0.31,,4.0,reviewed,nc,nc,2002
563,2002-04-29 00:43:29.770000+00:00,40.6021667,-124.4496667,28.697,4.6,mw,16.0,227.0,0.1532,0.04,nc,nc21223451,2020-02-12T17:40:25.280Z,offshore Northern California,earthquake,0.55,0.83,,3.0,reviewed,nc,nc,2002
564,2002-04-20 10:50:47.450000+00:00,44.5123333,-73.6973333,4.83,5.3,mlg,11.0,91.0,0.3375,0.18,ld,ld2002042000,2020-08-14T16:14:56.876Z,New York,earthquake,0.5,1.73,,,reviewed,ld,ld,2002
565,2002-04-17 22:06:55.610000+00:00,25.762,-109.991,10.0,4.6,mb,65.0,,,1.26,us,usp000b2m7,2014-11-07T01:15:26.043Z,Gulf of California,earthquake,,,,18.0,reviewed,us,us,2002
566,2002-03-27 11:18:05.920000+00:00,30.216,-114.011,10.0,4.7,mb,69.0,,,0.98,us,usp000b15x,2014-11-07T01:15:14.668Z,"Baja California, Mexico",earthquake,,,,12.0,reviewed,us,us,2002
567,2002-03-16 21:33:23.820000+00:00,33.666,-119.33,6.765,4.6,ml,39.0,122.5,0.4476,0.31,ci,ci12659440,2020-02-12T17:43:23.447Z,"33km NW of Santa Barbara Is., CA",earthquake,0.58,22.45,0.742,112.0,reviewed,ci,ci,2002
568,2002-02-22 19:32:41.750000+00:00,32.3188333,-115.3215,7.007,5.7,mw,20.0,217.5,0.4751,0.38,ci,ci12456384,2020-07-09T21:11:59.999Z,"13km WSW of Delta, B.C., MX",earthquake,2.44,31.95,,0.0,reviewed,ci,ci,2002
569,2002-01-12 08:26:52.900000+00:00,28.279,-69.566,10.0,5.4,mwc,429.0,,,0.85,us,usp000aw9y,2016-11-09T21:39:07.191Z,off the east coast of the United States,earthquake,,,,,reviewed,us,hrv,2002
570,2001-12-28 21:14:01.950000+00:00,36.6401667,-121.251,6.575,4.6,mw,60.0,71.0,0.03243,0.07,nc,nc21207275,2019-06-28T18:47:45.408Z,Central California,earthquake,0.15,0.32,,5.0,reviewed,nc,nc,2001
571,2001-12-09 01:42:26.450000+00:00,32.0035,-115.01,7.041,4.89,ml,11.0,260.7,0.6714,0.3,ci,ci9732973,2017-02-09T04:30:29.576Z,"21km S of Estacion Coahuila, B.C., MX",earthquake,2.99,20.17,0.668,130.0,reviewed,ci,ci,2001
572,2001-12-08 23:36:10.110000+00:00,31.9976667,-115.0016667,6.981,5.7,mw,12.0,261.5,0.6721,0.3,ci,ci9732601,2020-07-07T22:17:46.708Z,"22km S of Estacion Coahuila, B.C., MX",earthquake,4.65,28.0,,6.0,reviewed,ci,ci,2001
573,2001-10-31 07:56:16.630000+00:00,33.5083333,-116.5143333,13.678,5.02,mw,78.0,18.2,0.07467,0.26,ci,ci9718013,2020-02-12T17:51:08.600Z,"16km ESE of Anza, CA",earthquake,0.26,0.34,,6.0,reviewed,ci,ci,2001
574,2001-09-05 10:52:07.890000+00:00,37.143,-104.618,5.0,4.5,mblg,71.0,,,0.85,us,usp000anp9,2020-04-14T21:15:43.089Z,Colorado,earthquake,,,,,reviewed,us,us,2001
575,2001-08-13 13:51:56.780000+00:00,25.47,-109.605,10.0,4.9,mwc,116.0,,,1.04,us,usp000amdc,2016-11-09T23:14:09.858Z,Gulf of California,earthquake,,,,,reviewed,us,hrv,2001
576,2001-08-10 20:19:27.060000+00:00,39.8111667,-120.6166667,5.011,5.2,mw,92.0,111.0,0.1459,0.34,nc,nc21188442,2020-02-12T17:57:31.982Z,Northern California,earthquake,0.42,0.92,,5.0,reviewed,nc,nc,2001
577,2001-08-08 04:38:52.320000+00:00,25.865,-109.821,10.0,4.6,mb,70.0,,,1.05,us,usp000am0w,2014-11-07T01:13:30.622Z,Gulf of California,earthquake,,,,31.0,reviewed,us,us,2001
578,2001-07-17 12:59:59.170000+00:00,36.017,-117.8823333,-0.706,4.93,mw,33.0,98.0,0.01132,0.2,ci,ci9674213,2020-02-12T17:58:50.900Z,"7km ESE of Coso Junction, CA",earthquake,0.43,0.78,,6.0,reviewed,ci,ci,2001
579,2001-07-17 12:07:26.100000+00:00,36.0163333,-117.8743333,1.864,5.17,mw,39.0,37.0,,0.18,ci,ci9674049,2020-02-12T17:59:17.025Z,"7km ESE of Coso Junction, CA",earthquake,0.35,0.48,,6.0,reviewed,ci,ci,2001
580,2001-06-10 13:19:11.290000+00:00,47.1675,-123.5025,40.245,5.0,md,89.0,89.0,,0.29,uw,uw10529683,2020-02-12T18:56:15.350Z,"Olympic Peninsula, Washington",earthquake,0.489,0.39,0.03,9.0,reviewed,uw,uw,2001
581,2001-04-21 17:18:56.950000+00:00,42.925,-111.395,0.8,5.3,mwc,298.0,,,,us,usp000adrg,2020-02-12T18:45:47.293Z,southern Idaho,earthquake,,,,,reviewed,slc,hrv,2001
582,2001-02-28 18:54:32.830000+00:00,47.149,-122.7266667,51.798,6.8,md,67.0,31.0,,0.2,uw,uw10530748,2020-08-14T14:23:32.617Z,"Puget Sound region, Washington",earthquake,0.517,0.92,0.03,0.0,reviewed,uw,uw,2001
583,2001-02-10 21:05:05.780000+00:00,34.2895,-116.9458333,7.611,4.66,mw,92.0,23.0,0.05891,0.25,ci,ci9627721,2020-02-12T18:08:56.622Z,"6km NNW of Big Bear Lake, CA",earthquake,0.29,1.48,,6.0,reviewed,ci,ci,2001
584,2001-01-18 01:40:50.250000+00:00,26.074,-110.315,10.0,5.3,mwc,140.0,,,1.12,us,usp000a7x0,2016-11-09T21:41:43.485Z,Gulf of California,earthquake,,,,,reviewed,us,hrv,2001
585,2001-01-16 07:26:38.040000+00:00,30.339,-113.778,10.0,4.5,mb,78.0,,,1.21,us,usp000a7sm,2014-11-07T01:11:56.399Z,Gulf of California,earthquake,,,,17.0,reviewed,us,us,2001
586,2000-11-24 21:45:48.240000+00:00,28.19,-112.987,10.0,4.9,mb,70.0,,,1.32,us,usp000a4vj,2014-11-07T01:11:33.651Z,"Baja California, Mexico",earthquake,,,,22.0,reviewed,us,us,2000
587,2000-09-19 16:07:49.960000+00:00,24.982,-109.456,10.0,4.5,mb,16.0,,,0.8,us,usp000a0hg,2014-11-07T01:11:06.193Z,Gulf of California,earthquake,,,,1.0,reviewed,us,us,2000
588,2000-09-18 11:34:24.370000+00:00,25.185,-109.458,10.0,4.6,mb,51.0,,,1.36,us,usp000a0fj,2014-11-07T01:11:05.924Z,Gulf of California,earthquake,,,,15.0,reviewed,us,us,2000
589,2000-09-03 08:36:30.110000+00:00,38.3788333,-122.4133333,9.367,4.9,mw,77.0,34.0,0.02523,0.15,nc,nc21123384,2021-01-07T22:42:40.988Z,Northern California,earthquake,0.19,0.4,,7.0,reviewed,nc,nc,2000
590,2000-06-26 15:43:07.550000+00:00,34.7821667,-116.2968333,3.234,4.51,ml,36.0,34.4,,0.19,ci,ci9155518,2017-02-09T01:50:54.489Z,"14km WNW of Ludlow, CA",earthquake,0.34,0.5,0.236,81.0,reviewed,ci,ci,2000
591,2000-06-15 23:17:14.630000+00:00,25.45,-100.999,33.0,4.6,mb,7.0,,,1.2,us,usp0009up1,2014-11-07T01:10:22.846Z,"Saltillo urban area, Coahuila, Mexico",earthquake,,,,1.0,reviewed,us,us,2000
592,2000-06-14 21:49:18.710000+00:00,32.8896667,-115.5091667,10.047,4.51,ml,39.0,71.0,0.06752,0.38,ci,ci9154141,2020-02-12T18:19:37.858Z,"7km NE of Imperial, CA",earthquake,0.71,31.61,0.127,289.0,reviewed,ci,ci,2000
593,2000-05-08 09:12:34.540000+00:00,40.3283333,-124.6921667,3.62,4.5,mw,73.0,235.0,0.309,0.06,nc,nc21096137,2017-03-17T16:07:23.147Z,offshore Northern California,earthquake,0.42,0.61,,3.0,reviewed,nc,nc,2000
594,2000-05-02 06:45:45.040000+00:00,32.111,-115.119,5.973,4.73,mw,0.0,260.7,0.6365,0.565,ci,ci9149178,2017-02-09T01:32:47.497Z,"14km SSE of Alberto Oviedo Mota, B.C., MX",earthquake,,,,6.0,reviewed,ci,ci,2000
595,2000-04-25 14:06:26.070000+00:00,32.1306667,-115.0958333,5.963,4.5,ml,26.0,246.0,0.614,0.55,ci,ci9148478,2017-02-09T01:28:13.654Z,"11km SW of Estacion Coahuila, B.C., MX",earthquake,3.65,31.61,0.202,249.0,reviewed,ci,ci,2000
596,2000-03-24 04:23:45.750000+00:00,27.551,-111.303,10.0,5.6,mwc,,,,1.35,us,usp0009q39,2016-11-09T22:08:59.107Z,Gulf of California,earthquake,,,,,reviewed,us,hrv,2000
597,2000-03-04 02:42:01+00:00,49.17,-114.03,1.0,4.6,ml,,,,,us,usp0009p89,2014-11-07T01:09:38.781Z,"British Columbia, Canada",earthquake,,,,,reviewed,but,but,2000
598,2000-01-11 14:19:52.090000+00:00,38.7693333,-122.9138333,5.77,4.59,mw,50.0,48.0,0.05405,0.1,nc,nc21076750,2017-03-17T16:02:40.504Z,Northern California,earthquake,0.15,0.39,,19.0,reviewed,nc,nc,2000
599,2000-01-01 11:22:57+00:00,46.888,-78.93,18.0,4.7,mb,,,,,us,usp0009kks,2020-09-15T21:12:00.131Z,"southern Quebec, Canada",earthquake,,,,39.0,reviewed,ott,us,2000
600,1999-12-26 19:41:53.130000+00:00,40.2725,-124.3983333,22.716,4.8,mw,26.0,222.0,0.07297,0.09,nc,nc21074105,2016-12-31T01:07:09.410Z,offshore Northern California,earthquake,1.0,0.56,,4.0,reviewed,nc,nc,1999
601,1999-12-26 01:36:08.760000+00:00,27.516,-111.3,10.0,4.7,mb,,,,1.04,us,usp0009kad,2014-11-07T01:09:11.674Z,Gulf of California,earthquake,,,,19.0,reviewed,us,us,1999
602,1999-10-25 18:26:00.630000+00:00,34.617,-116.243,-0.764,4.63,ml,0.0,90.0,,0.199,ci,ci3321011,2017-02-09T14:19:09.859Z,"14km SSW of Ludlow, CA",earthquake,,0.501,,125.0,reviewed,ci,ci,1999
603,1999-10-22 16:08:48.060000+00:00,34.865,-116.409,-0.069,4.99,mw,0.0,68.9,,0.212,ci,ci9114812,2017-02-09T00:41:14.196Z,"28km NW of Ludlow, California",earthquake,,0.633,,6.0,reviewed,ci,ci,1999
604,1999-10-21 01:57:38.770000+00:00,34.863,-116.395,2.531,4.51,mw,0.0,43.2,,0.23,ci,ci3320884,2017-02-07T19:06:45.014Z,"27km NW of Ludlow, California",earthquake,,0.407,,6.0,reviewed,ci,ci,1999
605,1999-10-21 01:54:34.180000+00:00,34.874,-116.391,0.008,4.98,mw,0.0,69.1,0.06404,0.243,ci,ci3321590,2017-02-09T14:24:27.971Z,"27km NW of Ludlow, California",earthquake,,1.529,,6.0,reviewed,ci,ci,1999
606,1999-10-18 06:35:47.360000+00:00,34.3595,-116.1493333,-0.924,4.59,ml,44.0,45.0,,0.2,ci,ci9111353,2017-02-09T00:24:23.523Z,"26km NNW of Twentynine Palms, CA",earthquake,0.3,1.09,0.178,56.0,reviewed,ci,ci,1999
607,1999-10-16 22:53:41.270000+00:00,34.7075,-116.3561667,4.774,4.53,ml,34.0,50.0,,0.18,ci,ci9109636,2016-04-02T14:13:54.465Z,"18km W of Ludlow, CA",earthquake,0.3,5.19,0.202,72.0,reviewed,ci,ci,1999
608,1999-10-16 20:14:10.170000+00:00,34.686,-116.269,-1.216,4.53,ml,0.0,80.1,0.153,0.278,ci,ci3321577,2017-02-09T14:54:01.949Z,"11km WSW of Ludlow, CA",earthquake,,1.143,0.237,115.0,reviewed,ci,ci,1999
609,1999-10-16 20:13:37.640000+00:00,34.689,-116.28,0.074,4.64,ml,0.0,52.4,,0.223,ci,ci9109442,2016-04-01T21:33:02.962Z,"12km WSW of Ludlow, CA",earthquake,,0.665,,199.0,reviewed,ci,ci,1999
610,1999-10-16 17:38:48.650000+00:00,34.43,-116.252,-1.162,4.58,mw,0.0,65.4,,0.215,ci,ci9109254,2017-02-09T14:49:01.832Z,"33km N of Joshua Tree, CA",earthquake,,0.381,,6.0,reviewed,ci,ci,1999
611,1999-10-16 17:15:09.170000+00:00,30.751,-110.749,5.0,4.5,ml,,,,1.54,us,usp0009fyz,2014-11-07T01:08:42.501Z,"Sonora, Mexico",earthquake,,,,,reviewed,us,us,1999
612,1999-10-16 12:57:21.060000+00:00,34.4415,-116.2525,0.838,5.37,mw,33.0,64.0,,0.13,ci,ci3320736,2020-04-16T18:16:46.145Z,"32km SSW of Ludlow, California",earthquake,0.36,0.96,,6.0,reviewed,ci,ci,1999
613,1999-10-16 11:26:05.380000+00:00,34.813,-116.341,4.885,4.63,ml,31.0,62.0,,0.28,ci,ci9108775,2017-02-09T14:44:24.923Z,"19km WNW of Ludlow, CA",earthquake,6.39,31.61,0.114,218.0,reviewed,ci,ci,1999
614,1999-10-16 10:21:20.970000+00:00,34.54,-116.266,-0.514,4.5,mh,0.0,60.2,0.2953,0.242,ci,ci3321286,2017-02-09T14:29:30.985Z,"22km SSW of Ludlow, CA",earthquake,,2.091,0.161,0.0,reviewed,ci,ci,1999
615,1999-10-16 10:20:52.660000+00:00,34.362,-116.148,-1.009,4.76,ml,0.0,67.6,,0.173,ci,ci9108709,2017-02-09T14:34:52.888Z,"26km NNW of Twentynine Palms, CA",earthquake,,0.799,0.181,142.0,reviewed,ci,ci,1999
616,1999-10-16 10:08:04.370000+00:00,34.706,-116.341,0.54,4.74,ml,0.0,64.4,0.2416,0.2,ci,ci9108676,2017-02-09T14:39:50.813Z,"17km W of Ludlow, CA",earthquake,,1.573,0.176,89.0,reviewed,ci,ci,1999
617,1999-10-16 09:59:38+00:00,34.24,-117.04,6.0,5.6,mb,,,,,ci,ci10180015,2020-07-09T21:09:47.651Z,"7km ENE of Running Springs, CA",earthquake,,,,0.0,reviewed,ci,ci,1999
618,1999-10-16 09:59:35.390000+00:00,34.6781667,-116.2895,13.906,5.77,ml,60.0,76.0,,0.35,ci,ci3320848,2020-07-09T21:30:41.719Z,"13km WSW of Ludlow, CA",earthquake,0.56,1.72,,270.0,reviewed,ci,ci,1999
619,1999-10-16 09:52:53.970000+00:00,34.502,-116.203,4.897,4.98,ml,0.0,211.1,0.3468,0.292,ci,ci3320847,2017-02-07T18:51:59.777Z,"25km S of Ludlow, CA",earthquake,,,,22.0,reviewed,ci,ci,1999
620,1999-10-16 09:51:48.330000+00:00,34.4451667,-116.2636667,-0.849,4.77,ml,24.0,69.0,,0.1,ci,ci3320846,2017-02-07T18:56:46.937Z,"32km SSW of Ludlow, CA",earthquake,0.4,1.16,0.44,29.0,reviewed,ci,ci,1999
621,1999-10-16 09:47:43.760000+00:00,33.232,-115.66,6.035,4.7,mh,0.0,131.6,,0.319,ci,ci3327063,2016-02-16T01:56:08.053Z,"13km W of Niland, California",earthquake,,,,0.0,reviewed,ci,ci,1999
622,1999-10-16 09:46:44.460000+00:00,34.6033333,-116.265,13.73,7.1,mw,73.0,57.0,,0.31,ci,ci9108652,2020-08-21T18:33:58.123Z,"Hector Mine, CA Earthquake",earthquake,0.35,31.61,,0.0,reviewed,ci,ci,1999
623,1999-10-09 21:08:59.610000+00:00,29.34,-112.983,10.0,4.9,mb,,,,1.18,us,usp0009fn1,2014-11-07T01:08:41.082Z,"Sonora, Mexico",earthquake,,,,16.0,reviewed,us,us,1999
624,1999-10-08 17:37:46.400000+00:00,25.093,-109.519,10.0,5.2,mwc,,,,0.92,us,usp0009fkq,2016-11-09T23:40:55.458Z,Gulf of California,earthquake,,,,,reviewed,us,hrv,1999
625,1999-09-26 16:15:37.620000+00:00,37.435,-117.043,6.037,4.53,ml,0.0,237.5,,0.193,ci,ci9106250,2016-04-02T07:12:55.448Z,"64km NNW of Beatty, NV",earthquake,,,,13.0,reviewed,ci,ci,1999
626,1999-09-10 13:40:02.180000+00:00,32.272,-115.233,5.987,4.8,ml,0.0,264.7,,0.501,ci,ci9104506,2016-02-16T01:54:12.657Z,"8km NW of Alberto Oviedo Mota, B.C., MX",earthquake,,,,159.0,reviewed,ci,ci,1999
627,1999-08-24 13:04:07.440000+00:00,31.981,-114.723,5.975,4.71,ml,0.0,285.2,0.5891,0.5,ci,ci7143311,2016-02-17T11:30:20.228Z,"35km SE of Estacion Coahuila, B.C., MX",earthquake,,,,160.0,reviewed,ci,ci,1999
628,1999-08-20 13:50:25.600000+00:00,44.785,-112.788,16.0,5.1,mb,,,,,us,usp0009dcx,2014-11-07T01:08:18.283Z,western Montana,earthquake,,,,83.0,reviewed,but,us,1999
629,1999-08-18 01:06:18.940000+00:00,37.9073333,-122.6865,7.659,4.6,mw,71.0,76.0,0.02883,0.08,nc,nc21044694,2020-02-12T18:23:22.797Z,"San Francisco Bay area, California",earthquake,0.16,0.41,,7.0,reviewed,nc,nc,1999
630,1999-08-02 06:05:13.980000+00:00,37.383,-117.093,6.037,4.97,ml,0.0,248.5,,0.208,ci,ci9098839,2016-02-17T04:19:14.777Z,"61km NNW of Beatty, Nevada",earthquake,,,,160.0,reviewed,ci,ci,1999
631,1999-08-01 16:11:22.030000+00:00,37.421,-117.004,4.208,5.05,ml,0.0,257.3,,0.419,ci,ci3319188,2016-02-15T23:29:39.080Z,"61km NNW of Beatty, Nevada",earthquake,,,,90.0,reviewed,ci,ci,1999
632,1999-08-01 16:06:20.870000+00:00,37.53,-116.968,6.037,5.94,ml,0.0,246.6,,0.446,ci,ci9098566,2016-11-09T23:07:38.088Z,"64km SSE of Tonopah, Nevada",earthquake,,,,150.0,reviewed,ci,ci,1999
633,1999-07-03 01:43:54.370000+00:00,47.074,-123.4636667,40.014,5.8,md,48.0,85.0,,0.21,uw,uw10474303,2020-09-21T18:41:30.618Z,"Olympic Peninsula, Washington",earthquake,0.085,0.06,0.05,6.0,reviewed,uw,uw,1999
634,1999-06-04 13:15:35.700000+00:00,29.828,-114.093,10.0,4.5,mb,,,,1.21,us,usp000999h,2014-11-07T01:07:50.992Z,"Baja California, Mexico",earthquake,,,,10.0,reviewed,us,us,1999
635,1999-06-01 15:18:02.670000+00:00,32.379,-115.243,5.987,4.92,ml,0.0,211.1,,0.454,ci,ci9090222,2016-11-09T22:39:48.570Z,"5km WNW of Delta, B.C., MX",earthquake,,,,178.0,reviewed,ci,ci,1999
636,1999-05-15 17:54:08.780000+00:00,37.5115,-118.8295,5.405,4.7,mw,32.0,75.0,0.07838,0.04,nc,nc21014843,2016-12-30T02:36:58.360Z,Central California,earthquake,0.23,0.75,,7.0,reviewed,nc,nc,1999
637,1999-05-15 13:22:10.660000+00:00,37.5296667,-118.8171667,2.934,5.5,mw,31.0,112.0,0.05495,0.04,nc,nc21014765,2020-07-10T14:20:22.765Z,Central California,earthquake,0.25,0.51,,6.0,reviewed,nc,nc,1999
638,1999-05-14 07:54:03.190000+00:00,34.062,-116.366,1.036,4.93,ml,0.0,28.7,,0.238,ci,ci9086596,2016-02-17T11:24:23.667Z,"8km SE of Yucca Valley, California",earthquake,,0.245,,258.0,reviewed,ci,ci,1999
639,1999-04-28 19:08:36.750000+00:00,30.298,-115.535,6.8,4.5,mb,,,,,us,usp000970b,2014-11-07T01:07:31.350Z,"Baja California, Mexico",earthquake,,,,7.0,reviewed,ecx,us,1999
640,1999-02-15 06:00:03.950000+00:00,40.2756667,-124.4045,21.206,4.7,mw,25.0,224.0,0.07838,0.1,nc,nc30217292,2016-12-29T19:17:54.910Z,offshore Northern California,earthquake,1.04,0.42,,3.0,reviewed,nc,nc,1999
641,1999-01-29 18:42:32.620000+00:00,28.139,-111.894,10.0,4.7,mb,,,,1.08,us,usp00091xf,2014-11-07T01:06:52.426Z,"Sonora, Mexico",earthquake,,,,15.0,reviewed,us,us,1999
642,1999-01-27 10:44:23.300000+00:00,36.816,-115.989,5.0,4.8,mwr,,,,0.97,us,usp00091t5,2014-11-07T01:06:51.922Z,Nevada,earthquake,,,,,reviewed,us,brk,1999
643,1999-01-18 07:00:53.470000+00:00,33.405,-87.255,1.0,4.8,mb,,,,1.0,us,usp000918y,2014-11-07T01:06:49.636Z,Alabama,rock burst,,,,18.0,reviewed,us,us,1999
644,1998-12-22 01:17:47.730000+00:00,47.993,-115.206,12.3,4.7,ml,,,,,us,usp0008zzr,2014-11-07T01:06:41.133Z,western Montana,earthquake,,,,,reviewed,but,but,1998
645,1998-11-26 22:58:06.720000+00:00,40.6166667,-122.3981667,24.65,4.62,ml,21.0,84.0,0.1041,0.06,nc,nc30207262,2019-02-22T02:00:36.310Z,"5km NNW of Redding, CA",earthquake,0.25,0.58,0.06,4.0,reviewed,nc,nc,1998
646,1998-11-26 19:49:53.600000+00:00,40.6261667,-122.414,24.59,5.1,mw,23.0,47.0,0.08939,0.08,nc,nc30207228,2019-02-22T01:38:01.530Z,"7km NW of Redding, CA",earthquake,0.24,0.5,,3.0,reviewed,nc,nc,1998
647,1998-11-02 14:24:04.280000+00:00,28.148,-112.81,10.0,4.5,mb,,,,1.07,us,usp0008xge,2014-11-07T01:06:22.178Z,"Baja California, Mexico",earthquake,,,,7.0,reviewed,us,us,1998
648,1998-10-30 09:53:31.570000+00:00,39.2843333,-120.0453333,1.258,4.8,mw,300.0,154.0,0.6324,0.26,nc,nc30204269,2016-12-29T11:05:51.940Z,Northern California,earthquake,0.26,0.42,,3.0,reviewed,nc,nc,1998
649,1998-10-27 01:08:40.650000+00:00,34.323,-116.844,4.078,4.82,ml,0.0,33.0,,0.26,ci,ci9069997,2020-06-27T03:22:05.790Z,"7km N of Big Bear City, California",earthquake,,0.447,,270.0,reviewed,ci,ci,1998
650,1998-10-01 18:18:15.960000+00:00,34.111,-116.92,3.175,4.63,ml,0.0,33.4,,0.224,ci,ci7112721,2017-01-26T16:04:48.660Z,"14km NE of Yucaipa, California",earthquake,,0.174,,247.0,reviewed,ci,ci,1998
651,1998-09-25 19:52:52.070000+00:00,41.495,-80.388,5.0,4.5,mwc,,,,0.81,us,usp0008vh3,2020-09-15T20:22:33.950Z,Pennsylvania,earthquake,,,,,reviewed,us,hrv,1998
652,1998-08-16 13:34:40.230000+00:00,34.121,-116.928,4.604,4.78,ml,0.0,30.4,,0.219,ci,ci9064093,2020-06-27T03:07:56.867Z,"14km S of Big Bear Lake, California",earthquake,,1.605,,238.0,reviewed,ci,ci,1998
653,1998-08-12 14:10:25.140000+00:00,36.7545,-121.4615,8.822,5.1,mw,83.0,35.0,0.03784,0.19,nc,nc30190473,2020-07-07T22:35:32.781Z,Central California,earthquake,0.24,0.54,,5.0,reviewed,nc,nc,1998
654,1998-07-21 08:38:49.860000+00:00,40.6256667,-122.409,22.8,4.5,mw,38.0,46.0,0.09279,0.21,nc,nc30186109,2016-12-28T23:57:24.000Z,Northern California,earthquake,0.36,0.84,,3.0,reviewed,nc,nc,1998
